Cell Line Name,Disease Site,Sex,Age,Derived From Site,"European, South",Native American,African,"East Asian, North","European, North","East Asian, South",South Asian
SJNB-10,Neuroblastoma,Male,2Y,Unknown,31.2,0.0,0.93,0.0,66.44,0.0,1.43
SJNB-12,Neuroblastoma,Female,10M,Bone marrow,30.06,0.0,0.78,1.75,67.42,0.0,0.0
SJNB-13,Neuroblastoma,Male,1Y,Unknown,11.4,0.52,68.95,1.69,16.7,0.0,0.75
SJNB-14,Neuroblastoma,Female,1Y1M,Unknown,42.92,0.13,0.42,0.0,50.65,0.23,5.64
SJNB-17,Neuroblastoma,Female,1Y,Unknown,30.22,0.8,1.11,1.46,66.06,0.35,0.0
SJNB-5,Neuroblastoma,Female,2Y,Bone marrow,4.93,0.0,87.26,2.17,5.14,0.0,0.49
SJNB-6,Neuroblastoma,Male,Age unspecified,Unknown,41.73,0.0,0.42,0.32,52.61,0.64,4.28
SJNB-7,Neuroblastoma,Male,7M,Unknown,31.49,0.0,0.35,0.0,68.16,0.0,0.0
SJSA-1,Osteosarcoma,Male,19Y,"Bone, femur",6.03,0.0,90.72,1.2,2.05,0.0,0.0
SK-BR-3,Breast adenocarcinoma,Female,43Y,Pleural effusion,33.02,0.0,0.7,2.13,63.89,0.0,0.26
SK-CO-1,Colon adenocarcinoma,Male,65Y,Ascites,28.45,0.56,0.04,2.24,68.7,0.0,0.0
SK-ES-1,Ewing sarcoma,Male,18Y,Unknown,34.15,0.0,0.13,0.63,63.44,0.0,1.64
SK-GT-2,Gastric fundus carcinoma,Male,72Y,"Stomach, fundus",31.83,14.81,20.34,2.09,30.94,0.0,0.0
SK-GT-4,Esophageal adenocarcinoma,Male,89Y,"Esophagus, distal",59.48,1.08,2.11,1.62,27.72,0.0,7.99
SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Male,52Y,Ascites,64.2,1.18,0.65,0.0,23.66,2.22,8.09
SK-LMS-1,Vulvar leiomyosarcoma,Female,43Y,Vulva,31.02,0.0,0.0,1.76,66.04,0.0,1.17
SK-LU-1,Lung adenocarcinoma,Female,60Y,Lung,31.5,0.0,0.44,1.91,66.14,0.0,0.0
SK-MEL-1,Melanoma,Male,29Y,Thoracic lymph duct,62.08,0.0,1.29,4.27,23.14,0.0,9.23
SK-MEL-2,Melanoma,Male,60Y,"Thigh, skin",58.89,0.0,1.43,2.36,28.23,1.87,7.21
SK-MEL-24,Melanoma,Male,67Y,Lymph node,35.21,0.82,1.73,1.82,60.41,0.0,0.0
SK-MEL-28,Cutaneous melanoma,Male,51Y,Skin,64.91,0.56,1.75,3.0,20.11,1.38,8.29
SK-MEL-3,Cutaneous melanoma,Female,42Y,Lymph node,62.57,0.0,1.51,2.94,24.17,0.0,8.82
SK-MEL-30,Cutaneous melanoma,Male,67Y,Unknown,35.99,0.0,0.0,1.6,62.41,0.0,0.0
SK-MEL-31,Cutaneous melanoma,Female,33Y,Unknown,60.44,0.03,3.89,4.7,26.77,0.0,4.17
SK-MEL-5,Cutaneous melanoma,Female,24Y,Axillary lymph node,35.06,0.0,1.41,3.5,60.03,0.0,0.0
SK-MES-1,Lung squamous cell carcinoma,Male,65Y,Pleural effusion,32.97,0.0,0.88,1.52,64.63,0.0,0.0
SK-MG-1,Astrocytoma,Female,59Y,Unknown,58.92,0.87,2.66,0.78,25.75,2.54,8.48
SK-MM-2,Plasma cell myeloma,Male,54Y,Peripheral blood,52.35,0.0,3.65,2.84,38.09,0.0,3.06
SK-N-AS,Neuroblastoma,Female,6Y,Bone marrow,40.39,0.0,1.49,2.41,53.12,0.0,2.58
SK-N-BE(2),Neuroblastoma,Male,2Y2M,Bone marrow,63.46,0.88,1.71,1.41,24.66,0.0,7.87
SK-N-BE(2)-M17,Neuroblastoma,Male,2Y2M,Bone marrow,64.0,1.22,3.92,3.24,21.38,0.0,6.24
SK-N-DZ,Neuroblastoma,Female,2Y,Bone marrow,27.16,20.53,1.63,2.39,47.7,0.0,0.6
SK-N-FI,Neuroblastoma,Male,11Y,Bone marrow,27.95,8.08,24.58,2.3,35.17,0.57,1.35
SK-N-MC,Askin tumor,Female,12Y,Orbital region,29.43,0.0,1.84,0.61,67.85,0.0,0.27
SK-N-MC-IXC,Askin tumor,Female,12Y,Orbital region,25.63,0.0,0.0,0.0,74.37,0.0,0.0
SK-N-SH,Neuroblastoma,Female,4Y,Bone marrow,31.16,0.07,0.37,1.63,66.77,0.0,0.0
SK-NEP-1,Ewing sarcoma,Female,25Y,Pleural effusion,31.37,0.0,0.0,0.75,66.07,0.0,1.81
SK-OV-3,Ovarian serous cystadenocarcinoma,Female,64Y,Ascites,36.53,0.0,1.52,1.76,59.05,0.0,1.14
SK-PN-DW,Primitive neuroectodermal tumor,Male,17Y,Retroperitoneal space,35.42,0.0,0.0,1.81,62.77,0.0,0.0
SK-RC-31,Renal cell carcinoma,Male,Age unspecified,Lung,66.52,0.01,3.19,7.38,19.72,0.0,3.18
SK-UT-1,Uterine corpus leiomyosarcoma,Female,75Y,Uterus,54.91,1.42,1.59,0.0,32.8,1.64,7.64
SKG-IIIa,Human papillomavirus-related cervical squamous cell carcinoma,Female,38Y,"Uterus, cervix",0.0,0.0,0.18,84.88,0.0,14.94,0.0
SKM-1,Adult acute myeloid leukemia,Male,76Y,Peripheral blood,0.5,0.67,0.0,75.52,0.33,22.98,0.0
SKN,Uterine corpus leiomyosarcoma,Female,52Y,Unknown,3.89,0.0,0.3,0.0,0.0,87.84,7.96
SKN-3,Oral cavity squamous cell carcinoma,Sex unspecified,Age unspecified,Unknown,0.0,0.03,0.0,76.9,0.55,21.66,0.86
SKNO-1,Adult acute myeloid leukemia with maturation,Male,22Y,Bone marrow,2.59,0.0,1.83,90.65,0.2,3.5,1.23
SLR20,Bladder carcinoma,Female,82Y,Urinary bladder,24.34,0.52,0.0,2.35,72.79,0.0,0.0
SLR21,Clear cell renal cell carcinoma,Sex unspecified,Age unspecified,Not specified,31.24,0.64,0.09,0.0,66.35,0.43,1.26
SLR23,Clear cell renal cell carcinoma,Sex unspecified,Age unspecified,Not specified,31.41,0.14,0.0,0.79,67.65,0.0,0.0
SLR24,Clear cell renal cell carcinoma,Sex unspecified,Age unspecified,Kidney,41.0,0.0,0.24,2.8,55.96,0.0,0.0
SLR25,Clear cell renal cell carcinoma,Sex unspecified,Age unspecified,Not specified,38.41,0.0,0.9,3.02,57.41,0.0,0.26
SLR26,Clear cell renal cell carcinoma,Male,Age unspecified,Unknown,30.63,0.0,1.17,1.33,65.36,1.5,0.0
SN12C,Renal cell carcinoma,Male,Unknown,Kidney,31.1,1.06,0.58,0.47,64.97,0.0,1.82
SNB-19,Astrocytoma,Male,75Y,"Brain, parietal lobe",18.39,0.0,0.48,2.88,78.25,0.0,0.0
SNB-75,Glioblastoma,Female,75Y,Brain,38.96,0.06,0.77,2.51,57.46,0.0,0.24
SNG-M,Endometrial adenocarcinoma,Female,52-54Y,Obturator lymph node,0.0,0.03,0.0,75.48,0.0,24.49,0.0
SNU-1,Gastric adenocarcinoma,Male,44Y,Stomach,0.0,0.88,0.0,57.18,0.0,41.93,0.0
SNU-1033,Rectal adenocarcinoma,Female,45Y,Rectum,24.53,0.0,18.67,56.8,0.0,0.0,0.0
SNU-1040,Colon adenocarcinoma,Male,34Y,Colon,0.0,1.04,0.0,58.5,0.0,40.46,0.0
SNU-1076,Laryngeal squamous cell carcinoma,Male,60Y,Larynx,1.99,0.0,2.88,66.81,0.0,28.32,0.0
SNU-1077,Uterine carcinosarcoma,Female,60Y,Endometrium,1.53,0.0,0.64,64.52,0.0,33.3,0.0
SNU-1079,Intrahepatic cholangiocarcinoma,Male,Age unspecified,"Liver, intrahepatic bile duct",0.66,0.0,0.24,64.18,0.0,34.91,0.0
SNU-1105,Glioblastoma,Male,61Y,Brain,0.0,1.43,0.33,63.75,0.0,34.48,0.0
SNU-119,High grade ovarian serous adenocarcinoma,Female,50Y,Ascites,3.15,0.0,2.1,63.25,0.0,31.5,0.0
SNU-1196,Hilar cholangiocarcinoma,Sex unspecified,Age unspecified,Common hepatic duct,0.51,0.0,0.3,61.64,0.0,37.54,0.0
SNU-1197,Colon adenocarcinoma,Male,70Y,Colon,1.55,0.35,1.84,62.22,0.0,34.04,0.0
SNU-1214,Laryngeal squamous cell carcinoma,Male,55Y,Larynx,0.0,0.0,1.38,61.21,0.0,37.41,0.0
SNU-1272,Clear cell renal cell carcinoma,Female,63Y,Kidney,0.37,0.63,1.64,63.53,0.0,33.83,0.0
SNU-16,Gastric adenocarcinoma,Female,33Y,Ascites,2.71,0.82,3.14,65.94,0.0,27.38,0.0
SNU-175,Colon adenocarcinoma,Female,56Y,Peritoneum,0.0,0.33,0.24,60.01,0.0,39.42,0.0
SNU-182,Adult hepatocellular carcinoma,Male,24Y,Liver,2.24,0.0,1.29,65.62,0.0,30.85,0.0
SNU-201,Glioblastoma,Male,58Y,Brain,0.0,2.29,2.24,64.8,0.0,30.66,0.0
SNU-213,Pancreatic adenocarcinoma,Male,65Y,Pancreas,0.41,0.0,1.77,68.61,0.0,29.21,0.0
SNU-216,Gastric tubular adenocarcinoma,Female,46Y,Lymph node,1.27,0.0,2.54,69.93,0.0,26.25,0.0
SNU-245,Cholangiocarcinoma,Sex unspecified,Age unspecified,Bile duct,0.05,0.55,0.84,65.45,0.0,33.11,0.0
SNU-283,Rectal adenocarcinoma,Female,62Y,Omentum,1.16,0.52,1.3,60.74,0.0,36.27,0.0
SNU-308,Gallbladder carcinoma,Sex unspecified,Age unspecified,Gallbladder,1.83,0.0,0.26,62.71,0.0,35.2,0.0
SNU-324,Pancreatic adenocarcinoma,Male,50Y,Pancreas,0.0,0.0,0.0,60.53,0.0,39.47,0.0
SNU-349,Clear cell renal cell carcinoma,Male,68Y,Kidney,0.0,0.68,0.29,61.84,0.16,37.03,0.0
SNU-387,Adult hepatocellular carcinoma,Female,41Y,Liver,0.87,0.32,0.32,64.77,0.0,33.73,0.0
SNU-398,Adult hepatocellular carcinoma,Male,42Y,Liver,2.61,0.85,1.33,66.35,0.0,28.86,0.0
SNU-407,Colon adenocarcinoma,Male,37Y,Buttock,2.05,0.4,1.29,66.65,0.0,29.61,0.0
SNU-410,Pancreatic adenocarcinoma,Male,53Y,Liver,0.89,0.0,0.52,66.58,0.0,32.02,0.0
SNU-423,Adult hepatocellular carcinoma,Male,40Y,Liver,0.26,0.82,0.0,62.68,0.0,36.24,0.0
SNU-449,Adult hepatocellular carcinoma,Male,52Y,Liver,1.66,0.29,0.37,60.93,0.0,36.75,0.0
SNU-46,Laryngeal squamous cell carcinoma,Male,65Y,Larynx,4.64,0.0,1.74,68.94,0.0,24.69,0.0
SNU-466,Glioblastoma,Male,61Y,Brain,0.36,0.0,0.92,61.85,0.0,36.86,0.0
SNU-475,Adult hepatocellular carcinoma,Male,43Y,Liver,1.15,0.0,0.39,63.9,0.0,34.56,0.0
SNU-478,Ampulla of Vater adenocarcinoma,Sex unspecified,Age unspecified,"Pancreas, ampulla of Vater",1.02,0.85,0.0,60.73,0.0,37.41,0.0
SNU-489,Glioblastoma,Male,54Y,Brain,0.0,0.3,0.11,61.65,0.0,37.93,0.0
SNU-5,Gastric adenocarcinoma,Female,33Y,Ascites,0.76,0.0,0.0,65.54,0.0,33.69,0.0
SNU-503,Rectal adenocarcinoma,Male,52Y,Abdominal wall,0.39,0.0,0.0,62.02,0.0,37.59,0.0
SNU-520,Gastric adenocarcinoma,Female,60Y,Stomach,0.0,0.0,0.0,57.76,0.0,42.23,0.0
SNU-601,Gastric signet ring cell adenocarcinoma,Male,34Y,Ascites,0.68,0.43,1.93,63.23,0.0,33.73,0.0
SNU-61,Rectal adenocarcinoma,Male,48Y,Liver,1.34,0.17,1.54,63.73,0.0,33.22,0.0
SNU-620,Gastric adenocarcinoma,Female,59Y,Ascites,0.67,1.1,0.37,58.94,0.05,38.87,0.0
SNU-626,Glioblastoma,Male,65Y,Brain,0.0,0.0,0.03,63.88,0.0,35.09,0.99
SNU-668,Gastric signet ring cell adenocarcinoma,Male,63Y,Ascites,1.82,0.0,1.18,71.14,0.0,25.86,0.0
SNU-685,Uterine carcinosarcoma,Female,70Y,Endometrium,0.02,0.59,1.15,63.21,0.0,35.03,0.0
SNU-719,Gastric tubular adenocarcinoma,Male,53Y,Stomach,0.0,1.31,0.0,60.01,0.0,38.67,0.0
SNU-738,Oligodendroglioma,Male,40Y,Brain,1.57,0.0,1.32,64.14,0.0,32.96,0.0
SNU-761,Adult hepatocellular carcinoma,Male,49Y,Liver,1.38,0.0,0.61,59.84,0.0,38.16,0.0
SNU-8,Ovarian serous cystadenocarcinoma,Female,55Y,Ascites,0.45,0.79,0.06,58.48,0.01,40.21,0.0
SNU-81,Colon adenocarcinoma,Male,53Y,Colon,0.0,1.37,0.0,56.62,0.0,42.0,0.0
SNU-840,Malignant ovarian Brenner tumor,Female,45Y,Ovary,3.57,0.0,3.49,68.16,0.0,24.79,0.0
SNU-869,Ampulla of Vater adenocarcinoma,Sex unspecified,Age unspecified,"Pancreas, ampulla of Vater",19.53,0.0,15.94,64.53,0.0,0.0,0.0
SNU-878,Adult hepatocellular carcinoma,Female,54Y,Liver,5.72,0.0,5.81,66.98,0.0,21.49,0.0
SNU-886,Adult hepatocellular carcinoma,Male,57Y,Liver,0.0,0.92,1.56,64.25,0.0,33.26,0.0
SNU-899,Laryngeal squamous cell carcinoma,Male,56Y,Larynx,0.63,0.85,0.0,62.64,0.0,35.88,0.0
SNU-C1,Colon adenocarcinoma,Male,71Y,Peritoneum,4.43,0.0,3.6,70.54,0.0,21.43,0.0
SNU-C2A,Cecum adenocarcinoma,Female,43Y,Cecum,0.14,0.0,0.61,62.55,0.97,35.74,0.0
SNU-C2B,Cecum adenocarcinoma,Female,43Y,Cecum,0.0,0.36,0.0,60.61,0.0,39.03,0.0
SNU-C4,Colon adenocarcinoma,Male,35Y,Unknown,0.0,0.62,0.0,57.31,0.0,42.07,0.0
SNU-C5,Cecum adenocarcinoma,Female,77Y,Cecum,0.0,0.84,0.0,58.4,0.0,40.75,0.0
Sq-1,Lung squamous cell carcinoma,Male,Unknown,Unknown,0.0,0.0,0.4,81.37,0.0,17.66,0.56
SR,"Anaplastic large cell lymphoma, ALK-positive",Male,11Y,Pleural effusion,34.1,0.0,0.0,3.12,62.78,0.0,0.0
ST486,Burkitt lymphoma,Female,Age unspecified,Ascites,39.3,2.43,0.3,1.27,54.96,0.0,1.74
STS-0421,Gastric adenocarcinoma,Unknown,Unknown,Unknown,29.19,0.12,0.99,0.8,67.02,0.0,1.87
SU-DHL-1,"Anaplastic large cell lymphoma, ALK-positive",Male,10Y,Pleural effusion,24.81,22.55,3.76,5.57,43.3,0.0,0.0
SU-DHL-10,Diffuse large B-cell lymphoma germinal center B-cell type,Male,25Y,Pleural effusion,31.62,0.0,2.75,4.02,61.61,0.0,0.0
SU-DHL-16,B-cell non-Hodgkin lymphoma,Male,Age unspecified,Pleural effusion,29.29,0.75,0.78,0.0,66.22,0.0,2.95
SU-DHL-4,Diffuse large B-cell lymphoma germinal center B-cell type,Male,38Y,Peritoneal effusion,37.92,1.07,0.0,0.0,60.53,0.49,0.0
SU-DHL-5,Diffuse large B-cell lymphoma germinal center B-cell type,Female,17Y,Lymph node,32.3,0.0,1.37,1.36,63.92,0.0,1.05
SU-DHL-6,Diffuse large B-cell lymphoma germinal center B-cell type,Male,43Y,Peritoneal effusion,36.02,0.0,2.74,1.8,59.44,0.0,0.0
SU-DHL-8,Diffuse large B-cell lymphoma germinal center B-cell type,Male,59Y,Pleural effusion,32.58,0.0,0.67,0.1,64.1,0.0,2.54
SU.86.86,Pancreatic adenocarcinoma,Female,57Y,Liver,43.16,1.63,0.25,1.94,53.02,0.0,0.0
SUIT-2,Pancreatic ductal adenocarcinoma,Male,73Y,Liver,0.0,1.31,0.0,81.51,0.0,17.16,0.02
SUP-B15,Childhood B acute lymphoblastic leukemia with t(9;22)(q34.1;q11.2) BCR-ABL1,Male,9Y,Bone marrow,27.71,0.5,0.0,0.25,70.33,0.2,1.01
SUP-B8,Childhood B acute lymphoblastic leukemia,Female,15Y,Bone marrow,28.0,0.0,0.05,0.63,69.66,0.05,1.61
SUP-HD1,Hodgkin lymphoma,Male,37Y,Pleural effusion,40.59,0.0,5.43,4.61,49.35,0.0,0.02
SUP-M2,"Anaplastic large cell lymphoma, ALK-positive",Female,5Y,Cerebrospinal fluid,38.68,1.22,2.59,2.73,54.77,0.0,0.0
SUP-T1,Childhood T lymphoblastic lymphoma,Male,8Y,Pleural effusion,41.99,1.61,0.14,0.0,46.77,0.0,9.49
SUP-T11,Adult T acute lymphoblastic leukemia,Male,74Y,Bone marrow,31.87,0.0,2.38,3.57,62.17,0.0,0.0
SW1088,Astrocytoma,Male,72Y,Unknown,29.71,0.6,0.0,1.08,68.27,0.34,0.0
SW1116,Colon adenocarcinoma,Male,73Y,Colon,32.62,0.0,1.32,3.41,62.64,0.0,0.0
SW1271,Lung small cell carcinoma,Male,69Y,Lung,32.2,1.29,0.42,2.56,63.53,0.0,0.0
SW13,Adrenal cortex carcinoma,Female,55Y,Adrenal gland,24.66,0.0,2.01,0.0,72.28,0.61,0.44
SW1353,Primary central chondrosarcoma,Female,72Y,"Bone, right humerus",31.35,0.0,0.24,2.24,66.16,0.0,0.0
SW1417,Colon adenocarcinoma,Female,53Y,Colon,34.82,0.0,0.0,2.13,62.18,0.0,0.86
SW1463,Rectal adenocarcinoma,Female,66Y,Rectum,44.61,0.0,5.61,8.03,41.75,0.0,0.0
SW1573,Minimally invasive lung adenocarcinoma,Female,44Y,Lung,32.09,0.18,0.36,0.45,66.92,0.0,0.0
SW1710,Bladder carcinoma,Female,84Y,Unknown,31.96,0.0,0.06,1.26,65.29,0.0,1.43
SW1783,Anaplastic astrocytoma,Male,68Y,Unknown,30.84,0.24,0.0,1.93,65.97,1.02,0.0
SW1990,Pancreatic adenocarcinoma,Male,56Y,Pancreas,35.04,0.78,0.49,2.9,60.78,0.0,0.0
SW403,Colon adenocarcinoma,Female,51Y,Colon,32.9,0.4,0.6,0.5,62.34,0.0,3.26
SW48,Colon adenocarcinoma,Female,83Y,Colon,29.21,0.0,0.09,0.0,69.25,1.44,0.0
SW480,Colon adenocarcinoma,Male,51Y,Colon,39.69,0.55,0.0,1.14,58.36,0.1,0.15
SW579,Thyroid gland squamous cell carcinoma,Male,59Y,Thyroid gland,32.66,1.95,0.11,0.43,63.94,0.0,0.91
SW620,Colon adenocarcinoma,Male,51Y,Lymph node,43.67,0.0,2.02,4.3,50.01,0.0,0.0
SW626,Colon adenocarcinoma,Female,46Y,Ovary,31.17,0.08,0.06,0.77,65.38,0.0,2.55
SW684,Fibrosarcoma,Male,68Y,Unknown,28.98,0.15,0.49,1.06,67.56,1.15,0.61
SW756,Human papillomavirus-related cervical squamous cell carcinoma,Female,46Y,"Uterus, cervix",34.34,0.0,3.44,3.59,58.26,0.0,0.36
SW780,Bladder carcinoma,Female,80Y,Urinary bladder,26.09,0.16,0.52,0.43,68.95,0.73,3.11
SW837,Rectal adenocarcinoma,Male,53Y,Rectum,30.8,0.0,2.4,1.12,65.15,0.53,0.0
SW872,Liposarcoma,Male,36Y,Unknown,24.84,0.0,1.25,2.4,69.64,0.14,1.73
SW900,Lung squamous cell carcinoma,Male,53Y,Lung,30.63,0.0,0.45,1.4,65.68,0.0,1.83
SW948,Colon adenocarcinoma,Female,81Y,Colon,33.37,1.47,0.0,0.0,63.91,0.0,1.25
SW954,Vulvar squamous cell carcinoma,Female,86Y,Vulva,27.38,0.0,0.24,0.14,70.36,0.57,1.33
SW962,Vulvar carcinoma,Female,64Y,Lymph node,31.99,0.7,4.03,4.56,58.72,0.0,0.0
SW982,Biphasic synovial sarcoma,Female,25Y,Synovium,29.52,0.11,0.0,0.0,67.54,0.0,2.82
T-47D,Invasive breast carcinoma of no special type,Female,54Y,Pleural effusion,62.69,1.2,0.86,3.03,22.59,1.59,8.04
T.T,Esophageal squamous cell carcinoma,Male,67Y,"Bone, jaw, mandible",2.44,0.0,0.13,82.54,0.0,14.89,0.0
T1-73,Unknown,Sex unspecified,Age unspecified,Bone,41.34,0.25,0.88,0.51,53.75,0.0,3.27
T24,Bladder carcinoma,Female,82Y,Urinary bladder,27.92,0.28,1.35,4.67,65.79,0.0,0.0
T3M-10,Lung large cell carcinoma,Male,40Y,Lymph node,2.71,0.0,1.75,84.13,0.0,11.41,0.0
T3M-4,Pancreatic ductal adenocarcinoma,Male,64Y,Lymph node,0.16,0.38,0.38,79.41,0.0,19.66,0.0
T84,Colon adenocarcinoma,Male,72Y,Lung,37.09,0.0,2.33,3.37,57.21,0.0,0.0
T98G,Glioblastoma,Male,61Y,Brain,60.81,0.16,1.56,4.73,26.22,0.0,6.52
TALL-1 [Human adult T-ALL],Adult T acute lymphoblastic leukemia,Male,28Y,Bone marrow,1.62,0.7,0.0,75.83,0.0,19.85,1.99
TASK1,Askin tumor,Female,21Y,Chest wall,2.87,0.97,1.94,86.4,0.0,7.58,0.24
TC-32,Primitive neuroectodermal tumor,Female,17Y,"Bone, left ilium",30.65,0.3,0.13,1.12,67.6,0.0,0.2
TC-71,Ewing sarcoma,Male,22Y,"Bone, humerus",31.66,0.12,0.1,1.75,65.4,0.0,0.97
TC-YIK,Cervical small cell neuroendocrine carcinoma,Female,31Y,Unknown,0.0,0.0,0.0,74.47,0.0,25.52,0.0
TCC-Pan2,Pancreatic ductal adenocarcinoma,Female,47Y,Ascites,3.52,0.0,1.68,89.24,0.0,5.56,0.0
TCCSUP,Bladder carcinoma,Female,67Y,Urinary bladder,28.53,0.0,0.0,1.27,68.68,0.03,1.48
TE 125.T,Unknown,Female,1Y,Unknown,25.92,41.29,5.57,1.9,25.13,0.18,0.0
TE 159.T,Unknown,Male,6Y,Unknown,27.14,21.64,1.8,2.4,45.27,0.0,1.76
TE 441.T,Rhabdomyosarcoma,Female,14Y,Connective tissue,5.2,0.35,87.48,1.73,4.76,0.0,0.48
TE 617.T,Rhabdomyosarcoma,Female,1Y8M,Connective tissue,29.92,1.43,0.0,0.0,65.86,0.0,2.79
TE-1,Esophageal squamous cell carcinoma,Male,58Y,Esophagus,2.41,0.0,0.32,85.61,0.0,11.65,0.0
TE-10,Esophageal squamous cell carcinoma,Male,58Y,Esophagus,4.65,0.0,5.82,81.86,0.0,7.66,0.0
TE-11,Esophageal squamous cell carcinoma,Male,58Y,Esophagus,0.0,0.0,0.0,89.62,0.0,10.38,0.0
TE-12,Esophageal squamous cell carcinoma,Male,Unknown,Unknown,0.0,0.13,0.0,76.19,0.56,22.61,0.51
TE-14,Esophageal squamous cell carcinoma,Male,57Y,Esophagus,3.92,0.0,3.44,83.33,0.0,9.3,0.0
TE-15,Esophageal squamous cell carcinoma,Female,58Y,Esophagus,0.0,0.0,0.0,83.86,0.0,15.31,0.83
TE-4,Esophageal squamous cell carcinoma,Female,48Y,Esophagus,2.93,0.0,2.46,82.3,0.0,12.31,0.0
TE-5,Esophageal squamous cell carcinoma,Female,73Y,Esophagus,0.36,0.66,0.34,86.45,0.0,11.83,0.36
TE-6,Esophageal squamous cell carcinoma,Male,71Y,Esophagus,1.62,0.0,0.98,84.09,0.0,13.31,0.0
TE-8,Esophageal squamous cell carcinoma,Male,63Y,Esophagus,3.7,0.0,1.28,88.72,0.0,6.31,0.0
TE-9,Esophageal squamous cell carcinoma,Male,48Y,Pleural effusion,0.0,0.49,0.0,84.82,0.0,14.68,0.0
TEN,Endometrial carcinoma,Female,74Y,Endometrium,0.3,0.0,0.21,76.96,0.0,22.41,0.11
TF-1,Erythroleukemia,Male,35Y,Bone marrow,1.13,0.04,0.64,79.7,0.0,18.49,0.0
TGBC11TKB,Gastric carcinoma,Female,72Y,Lymph node,0.0,0.0,0.0,81.43,0.0,18.57,0.0
TGBC1TKB,Gallbladder undifferentiated carcinoma,Female,Unknown,Lymph node,0.0,0.16,0.0,75.35,0.0,24.48,0.0
TGBC24TKB,Gallbladder carcinoma,Female,Unknown,Ascites,0.0,0.0,0.0,75.8,0.26,23.94,0.0
TGW,Adrenal gland neuroblastoma,Male,1Y11M,Adrenal gland,0.0,0.0,0.0,71.87,0.42,26.74,0.97
THP-1,Childhood acute monocytic leukemia,Male,1Y,Peripheral blood,0.0,0.3,0.0,77.63,0.0,20.4,1.67
TIG-3 TD,Unknown,Male,12FW,Fetal lung,0.0,0.91,0.0,74.91,0.0,24.18,0.0
TK [Human B-cell lymphoma],B-cell non-Hodgkin lymphoma,Female,80Y,Ascites,0.0,0.0,0.67,79.08,0.39,19.03,0.83
TK-10,Clear cell renal cell carcinoma,Male,43Y,Kidney,73.4,2.2,1.52,0.11,9.0,1.52,12.26
TM-31,Astrocytoma,Female,42Y,Brain,3.26,0.0,1.8,80.56,0.0,14.37,0.0
TMK-1,Gastric adenocarcinoma,Male,21Y,Lymph node,0.0,0.49,0.05,70.76,0.73,27.97,0.0
TO 175.T,Unknown,Male,29Y,"Trunk, skin",28.11,0.27,0.0,0.13,71.49,0.0,0.0
Toledo,Diffuse large B-cell lymphoma germinal center B-cell type,Female,Adult,Peripheral blood,64.81,0.0,7.85,5.12,17.53,0.0,4.69
TOV-112D,Ovarian endometrioid adenocarcinoma,Female,42Y,Ovary,43.09,0.33,0.0,2.98,53.45,0.0,0.16
TOV-21G,Ovarian clear cell adenocarcinoma,Female,62Y,Ovary,37.42,1.11,0.0,0.06,59.77,0.0,1.64
TT,Hereditary thyroid gland medullary carcinoma,Female,77Y,Thyroid gland,57.09,0.0,2.11,2.03,32.67,0.0,6.11
TT2609-C02,Thyroid gland follicular carcinoma,Male,57Y,Thyroid gland,33.37,0.39,0.11,2.11,62.71,0.0,1.31
TUHR10TKB,Clear cell renal cell carcinoma,Male,69Y,Kidney,0.0,0.0,0.0,79.7,0.0,19.89,0.4
TUHR14TKB,Renal cell carcinoma,Male,Age unspecified,Unknown,4.0,0.46,0.62,87.1,0.0,7.82,0.0
TUHR4TKB,Renal cell carcinoma,Male,60Y,Kidney,5.48,0.0,3.62,85.09,0.0,5.8,0.0
TUR,Adult acute monocytic leukemia,Male,37Y,Pleural effusion,22.94,0.04,0.0,0.5,75.18,0.0,1.33
TYK-nu,High grade ovarian serous adenocarcinoma,Female,38Y,Unknown,0.0,0.15,0.42,83.85,0.0,15.58,0.0
U-118MG,Astrocytoma,Male,47Y,Brain,0.0,0.0,1.71,1.75,96.54,0.0,0.0
U-138MG,Astrocytoma,Male,47Y,Brain,0.67,0.0,1.64,1.56,96.13,0.0,0.0
U-178MG,Astrocytoma,Male,56Y,Unknown,23.49,0.0,2.94,4.06,69.5,0.0,0.0
U-251MG,Astrocytoma,Male,75Y,"Brain, parietal lobe",17.65,0.0,0.69,2.21,79.45,0.0,0.0
U-343MGa,Glioblastoma,Male,54Y,"Brain, temporal lobe",22.03,0.0,1.11,4.21,72.65,0.0,0.0
U-698-M,Lymphoblastic lymphoma,Male,7Y,Unknown,22.56,0.0,3.7,4.43,69.32,0.0,0.0
U-87MG ATCC,Glioblastoma,Male,Age unspecified,Unknown,23.21,0.0,0.69,3.92,72.18,0.0,0.0
U-937,Adult acute monocytic leukemia,Male,37Y,Pleural effusion,26.06,0.0,0.0,2.39,71.54,0.0,0.0
U-CH2,Sacral chordoma,Female,72Y,Unknown,29.44,0.92,0.0,0.0,67.93,0.34,1.36
U266B1,Plasma cell myeloma,Male,53Y,Peripheral blood,15.72,0.0,0.0,2.78,80.76,0.29,0.45
U2OS,Osteosarcoma,Female,15Y,"Bone, tibia",31.08,0.0,2.75,5.19,60.98,0.0,0.0
UACC-257,Melanoma,Sex unspecified,Age unspecified,Unknown,32.65,0.57,0.0,0.83,65.94,0.0,0.0
